,review,label
7784,"**a childish scenario that prevented me from participating in determining who the killer was?**

the first part was dazzling and surprising for those who watched the movie and the fans of movie type of: who is the killer? the first part presented a group of well-known stars in a different format than the roles they played in previous acting works.

in the second part, i face many challenges: will the second part be better than the first part, or at least equal to it? secondly, yes it presents us with a group of stars with beautiful charisma on the screen.

this time, the events of the film take place during the pandemic. this time, the main investigator, the hero of the story, is facing deadly boredom due to him staying at home all the time due to the pandemic and the lockdown. this is what drives him, without hesitation, to participate in one of the games organized by a rich person. this game is to solve a crime, hypothetically a crime that didn't happen in reality. this invitation reaches the investigator and some close friends of this rich person, but during their arrival to the place of the invitation, we begin to discover many mysterious things.

the first is how the friends get to know each other. each character is completely different from the other character, a rich person, a youtuber model, a scientist, in addition to a political figure and an investigator. we begin to discover, by starting the conversation from the beginning, that there is a suspicious or unhealthy past for each character, but the most important thing is that it is far from the game and the hypothetical investigation. we begin to discover real crimes in the place of al-daghwa, and now everyone is a suspect, and through the story we will learn who the culprit is.

yes, i am almost certain that the characters of the second part will continue on the same path as the movie of the first part. what i did not like about this movie. yes, they showed us the motives and reasons, but i could not get behind any motive in them, and in these types of stories, the most beautiful thing is that it shows that you made a mistake about who the murderer is, not only in deceiving you, but showing you that your deductions were wrong, makes you doubt one or two or three people, and in the end you discover that all your doubts were wrong. in this part, i was not able to doubt anyone.

yes, it is true, there are many good plots in the scenario, and there is good manipulation, but i cannot be certain that i doubt any character, as if i was waiting and seeing the events for the vision to appear. i could not participate in the game, which is very important in this type of movie. in addition to clarifying things, there were many coincidences to the point of being so ridiculous. the only reason some mysteries and some indicators were discovered is that the character, for some reason, was present at the right time and the right place without any actual intelligence to find the information.

i don't know. i feel that my feelings were confused towards the end of the movie. i would almost describe it as childish ending. the actions of some characters led to the flattening of this movie. the first part was so amazing that it cannot be described.",low
7787,"a group of insufferable, kkk-tier racists with little to no redeeming qualities go on a trip, pretending to be friends.

murder and hilarity ensues. no, wait, i misspelled that last one: bigotry. murder and bigotry ensues.

avoid.",low
7792,"the banshees of inisherin is a stellar film with fantastic cinematography, tremendous performances, and an intriguing plot that will stay with viewers long past the credits. the stories set up does a fantastic job at engaging the audience, we feel for padraic, truly wanting to know why his lifelong friend would ""ghost"" him. this sense of despair soon leads to horror as the plot progresses, creating some uncomfortable moments for both our main character and the audience. overall, there is just something about this movie that is able to hook me. i had many laughs mixed while feeling completely heartbroken for padriac. it is a slow burn film, with not much action, but the performances and dialogue are able to carry this movie to completion, resulting in a very unique experience.

score: 88%
verdict: excellent",high
7793,"this is one of the most brilliant movies i've seen in a long time. i understand why some people might not fully appreciate the story (which reminds me of aronofsky's black swan in that it's a painfully slow descent into hell). i find this film as complex as a fine scotch, or a fine wine. the top note is, of course, the beautiful visuals created by ben davis. the acting all around is phenomenal. farrell and gleeson were, of course, nothing short of spectacular. the real surprise was the character created by barry keoghan. i couldn't help but be amazed by how real his character was. although i was expecting the banshees to be like in the horror film i saw as a kid, i really appreciated the shakespearean witch device. it was perfect in this context. the second note of flavor of this masterpiece is all about relationships in a closed community. if you ever lived in a condo, an association community or the like, you will recognize the day-to-day pettiness that everyone thinks is so important. a subtle addition to the complex layers of flavor is burwell's perfect score. and the deep flavor of this movie? it is the parallel that the protagonists finally draw to the meaninglessness of the civil war that rages on the mainland. if two people within a single tribe cannot make a peace, how is this poor world ever going to live?",high
7794,"**by: louisa moore / www.screenzealots.com**

_this film was screened at the toronto international film festival_

writer and director martin mcdonagh is no stranger to creating stories that find humor in darkness. in fact, it’s arguably what he does best. with his latest film “the banshees of inisherin,” mcdonagh captures the sadness of a breakup between two longtime friends with his signature darkly comedic, cynical tone. it’s an emotional character study about loneliness and isolation that expertly blends humor and cruelty, and it’s one of my favorite films so far this year.

set on a fictional remote island during the irish civil war of 1922, the film tells the story of buddies pádraic (colin farrell) and colm (brendan gleeson), two men who find themselves at an impasse. it all starts one day when colm unexpectedly and abruptly decides to end their friendship, offering no explanation and leaving his former pal stunned and saddened. with the help of his sister siobhán (kerry condon) and the troubled islander dominic (barry keoghan), pádraic plans to do whatever it takes to repair the estranged relationship. his repeated efforts to reconcile annoy colm to the point that he delivers a shocking ultimatum, which in turn escalates the petty feud to an alarming standoff that could have violent consequences.

working from an outline of a sad breakup, mcdonagh’s script flows with a natural rhythm that’s brimming with sharp wit and wry, dark humor. this isn’t a complex narrative, but the dialogue is impassioned and poignant with a genuine understanding of the human condition. mcdonagh’s writing is like no other, with a natural talent that’s enviable. the script plays directly to the specific strengths of his cast, too.

featuring oscar-caliber performances, gleeson and farrell strike the perfect harmony as colm and pádraic. their rapport is natural and relaxed, and there’s a comfortable feeling between the two actors which no doubt stems from being reunited with mcdonagh. this trio should continue to make movies together because something magical happens when they do. condon and keoghan are also excellent in this story of conflicts, as siobhán grapples with the realization that she may risk dying from an unhappy and unfulfilled life if she continues resisting her her urge to flee, and dominic must deal with the mental suffering of being worn down by his abusive policeman father.

the strongest supporting turns come from the scene-stealing animal actors, who represent loyalty and unconditional friendship in a story that’s peppered with a dark undercurrent. even as the humans around them struggle with their worlds falling apart (and a civil war raging nearby), their equine and canine companions keep them grounded. one of the most memorable scenes features a touching moment between a miniature donkey and a horse, and it is one that absolutely destroyed me. it’s moments like these that add up to a fiercely affective film that is adept at delivering a highly emotional experience to the audience.

not only is mcdonagh an effective writer, but he is also a talented director with a knack for capturing and creating a mood. working in tandem with his cinematographer ben davis, the film is filled with stunning photography and astonishingly gorgeous scenery of coastal ireland. these desolate landscapes lend a natural beauty that in turn creates a strong sense of place, providing the perfect backdrop for the story.

“the banshees of inisherin” is an example of that increasingly rare instance where a film fully and completely achieves its desired effect. backed by two of the finest performances of the year and a superbly written script, this is a piece of accomplished, outstanding filmmaking.",high
7795,"_memory_ juggles so many subplots to unsatisfactory results. it’s as if the story throws a ball in the air for every concept in the film (alzheimer’s, human trafficking, the fbi vs the police, rich people getting whatever they want, etc) only to allow each ball to smack against the ground without trying to catch them after their initial toss. for a film about a guy who kills people with the authorities chasing him for nearly two hours, _memory_ is a monotonous bore. not even liam neeson lighting himself on fire to cauterize a bullet wound can save what is otherwise a forgetful and fatigued memoir of a hoary hit man.

**full review:** https://hubpages.com/entertainment/memory-2022-review-a-forgetful-and-fatigued-memoir-of-a-hoary-hit-man",low
7804,"yeah i'm going to give this top marks, not because it is really that good, but because it came out in 2022 and was probably the best thing in the theater at the time (which was probably why the other movie data base started deleting positive reviews of it).  

but a lot of it is done right, it features an interracial family but doesn't make the race a key part of the story.  in fact, it doesn't even mention it at all.  instead it follows the story of a little girl and santa. 

and the santa is a bit weird, there is a lot of things that just don't fit with his character, but that doesn't matter because the story is just so fun that you willingly suspend most of your disbelief.

it is violent and does a great job of making the violence both exciting and at times comical.  it drops easter eggs in some of the best possible ways.  not all the men are evil and idiotic and not all the women are practically perfect in every way.  they are just written as, well, as unique characters.

and you really have to appreciate it in 2022 when most movies drop characters for checked boxes.  

it was probably the only movie that you could go into in 2022 and just be entertained by.  that was the clear intent in making this and that was the end result.

twenty years ago it would have been ""meh"" but in 2022 it is the best thing in theaters.",high
7813,"full review: <a>https://www.tinakakadelis.com/beyond-the-cinerama-dome/2022/4/13/go-speed-racer-sonic-the-hedgehog-2-review<a>

sonic the hedgehog 2 picks up not long after the events of the first film. doctor robotnik (jim carrey) was banished from earth by sonic (ben schwartz) and crash-landed his spaceship on the mushroom planet. his only means of escape is sonic’s quill, which is flowing with immense energy, and he uses it to send out a distress signal. this catches the attention of knuckles (idris elba), another super-powerful anthropomorphic animal like sonic. knuckles is the last living member of the echidna tribe that was wiped out in the same war that sent sonic to earth many years ago.",low
7824,"a well-timed, funny, action packed train ride, i was not bored for a single second of this film.",high
7825,"this was a fund movie indeed, and quite woke-free at that. the fact that the woke crap site rotten tomatoes has marked it as rotten (despite it having more than 50% positive critics reviews) was a good sign of course.

it is an action/comedy about an unbelievably unlucky (and a bit stupid) assassin played by brad pitt. the movie mixes action, comedy, a bit of suspense and a fair amount of gore in a quite enjoyable package.

the movie balances the comedy bits right on the line where it would turn silly and cringe-worthy but there was really only one place where i went “oh no, what the f…?”.

the action bits are overall quite good but this is hollywood with their armada of clueless script writers so sometimes they get a bit ridiculous. like being able to hang on to the outside of a bullet train while it speeds away.

although fairly unbelievable and over the top, the core story actually makes some sense but then, it was not written by some hollywood hack but instead based on a novel.

overall it was a fun movie with a lot of laughs. the end twist with the tangerine truck was absolutely hilarious.",high
7827,"**by: louisa moore / www.screenzealots.com**

it takes a lot for a film to surprise me, and i love it when one does. “bullet train” is chocked full of so much stylish, bloody, violent fun that it reminds me why i love movies in the first place. director david leitch brings a confident, creative vision to his guy ritchie-meets-gareth evans-meets matthew vaughn-meets quentin tarantino style that’s rambunctious, frenzied, and in your face. while some will detest this sort of mayhem, many fans of the genre will join me in enthusiastically screaming, “shoot this into my veins!“

unlucky assassin ladybug (brad pitt) is tired of the brutality. he’s back for another job, but has pledged to work peacefully and without a weapon. ladybug has been tasked with retrieving a silver briefcase from a high-speed train in japan, which seems simple enough. fate steps in, naturally, putting a damper on his well-intentioned plans. the train is filled with the most lethal adversaries (and one deadly snake) from around the globe, and they all want the same thing. chaos ensues in what may be a literal last man standing scenario.

based on the book by kôtarô isaka, the film takes place almost solely onboard a train, but it never feels claustrophobic. despite tight close-ups and many dialogue-heavy scenes with questionable writing, the cast (including joey king, andrew koji, michael shannon, and hiroyuki sanada) keeps things engaging. brian tyree henry and aaron taylor-johnson as a pair of professional criminals are particularly entertaining, and pitt exercises his movie star chops with great aplomb. the storytelling is terrific (one of my favorite bits is the tale of wolf, which is wonderfully executed), even if everything doesn’t quite come together as well as it could.

this is also a gorgeous looking film. jonathan sela‘s colorful cinematography is alluring, with a richness that elevates every scene. leitch is skilled at directing action scenes that are thrilling, and fights that are well choreographed. even the cgi is exciting.

the film reaches just the right balance between action, violence, and humor, and it’s one that i cannot wait to revisit. from the killer soundtrack to the rapid-fire visual storytelling, there’s a lot going on at all times. if you’re not paying attention, you’re guaranteed to miss something. i feel this one could benefit from subsequent viewings. plus, it’s been a long time since i’ve wanted to rush back to re-watch a movie the second it ended.

“bullet train” is a film that will prove to be an acquired taste. it’s the type of movie that you’ll either love or loathe, with very few landing somewhere in between. it’s illogical, confrontational, and it’s sometimes evident that the film trying too hard, but i found it easy to overlook the flaws because it’s just so damn entertaining. talk about a nonstop thrill ride.",high
7838,"so this is romancing the stone, only it's romancing the stone where wilder shows everyone all the time to make a statement that is really the same statement that every other movie has been making nonstop for the past 6 or so years, flopping as a result about, and then blaming the people who didn't go see it after they were told it wasn't made for them and thus realized it was going to be just like all the others.

and it was. we have seen this so many times it spawned a cliche about going broke.

the characters have no chemistry because they aren't supposed to be real people, they are supposed to be checked boxes interacting with other checked boxes.... yawn... like every other movie and tv show made in the past few years.

the plot is boring because people have seen the movie it is blatantly ripping off of, and because of that, they have seen the plot work in a far better movie that doesn't put political statements above entertainment.

in the end, it's another movie made to be another lecture about what you are supposed to think.",low
7840,"unwatchable.

perhaps if you can stream it somewhere without hdr, or you just don't have an hdr tv, like my 85-inch oled, you'll be able to see it in sdr, which i'm assuming might be watchable.

otherwise, you're left with a dark mess, with day shots looking like night shots and night shots looking like shadows of indeterminable colors dancing across the screen sporadically.

impossible to say if it would have been good, as i simply can't see what's going on. so that's a one from me, for unwatchable.",low
7844,"finally, a new quality original slasher! what a refreshing entry into the modern-day horror genre. so many movies are either plagued with remakes or supernatural elements, it is so nice to see a back to bones hack and slash. this movie does way more than that though, deep down there is a very heart touching story about growing old and becoming irrelevant. it is so interesting to be so emotionally connected to the killer but yet disturbed by the actions they take as well. i just cannot get over how good this movie is! the gore, the setup, the dialogue, the plot, everything about it i dug. extremely excited to see what pearl has to offer later this month.

**score:** _93%_ |
**verdict:** _masterpiece_",high
7852,"i like this one.
it really made me feel something.",high
7853,"write something honest

any movie directed by darren aronofsky contains a lot of violent scenes that are unfamiliar and hard on the eyes to see. darren aronofsky is a director whose work must be eagerly awaited because one of his films, requiem of dream 2000, is one of my favorites.

the most important event in the movie the whale is the star brendan fraser, after suffering from many health problems, especially with the spine, and was forced to perform surgeries, in addition to the withdrawal of lights and fame from him, and his playing movie roles that didn't achieve wide success.

brendan fraser played a terrible role that deserves an academy award due to his genius performance, and you do not expect this wonderful acting performance from him, especially since he is an actor who is very good at comedy roles. he did a lot of dramatic work, but he didn't reach perfection like the one in the movie the whale.

this amazing drama was like a oneman show although the other actors did well but the main reason for my admiration for the movie is brendan fraser. it was the make-up and the way the breathing was unbelievable and it's mind blowing how someone can pull off such a role

the film was shot in only one location, with the exception of the flashback scenes. sadie sink it was provocative from the first minutes, getting on your nerves and pushing you to throw something on the visual medium through which you watch the movie, whether it is a mobile phone, a laptop, or even in theaters.

hong chau has an incredible charisma and addition to any work, even if she didn't appear much, and i wish to see her in many scenes, she is wonderful.",high
7854,"**by: louisa moore / www.screenzealots.com**

_this film was screened at the toronto international film festival_

when thinking about “the whale,” i feel it’s important to start at the end rather than the beginning because the melodramatic finale almost ruins everything that’s good about the film. the finale is grossly manipulative, corny, excessive, and if what came before wasn’t so great, it would diminish director darren aronofsky’s entire project. thanks to a heartbreaking script (from writer samuel d. hunter) and a once-in-a-lifetime lead performance from brendan fraser, it takes little effort to overlook the film’s more negative aspects.

based on hunter’s 2012 play of the same name, the psychological drama tells the story of charlie (fraser), a reclusive english professor who is living with severe obesity. weighing over 600 pounds and unable to leave his home, charlie spends his days alone in his small, dingy apartment with intermittent visits from his friend and nurse liz (hong chau), who is his only companion. it’s been an interesting week for the man, as he’s had two additional unexpected visitors: a religious missionary (ty simpkins) who is compelled to continue his visits, and charlie’s estranged and hostile teenager daughter, ellie (sadie sink). with his health in grave decline (he repeatedly refuses to seek care at a hospital), charlie decides to do everything in his power to gain one last chance at redemption in his daughter’s eyes, and every ounce of time he has left is spent reconnecting with her.

the film takes place in a confined space, and the lead character spends the majority of his time sitting on a sofa. this cramped setting feels suffocating, which in turn conveys the feelings that charlie is also experiencing. this is a story about empathy, and it’s admittedly challenging at first glance to feel a ton of compassion for charlie no matter how accepting you may think you are or claim to be. his outward appearance is shocking and repellant, and it’s part of human nature to look at him as if he were a freak show attraction. what’s interesting about the film is that it digs deeper beneath charlie’s obesity and lets you into his heart. i was surprised to find by the end of the story just how much i had grown to care so deeply for him.

folks who have seen the film and are crying that it is “fat shaming” are missing the point. this isn’t a story about humiliation or degradation, it’s a film about actually seeing the person inside a repulsive exterior and giving them humanity. this is not a project that mocks obesity, as has so often (and sadly) been the case with many hollywood films. this is a story with substantial and challenging themes about depression, mental illness, and addiction. in this case, charlie has spent years self-medicating his despair and unhappiness with food, and is now suffering from an eating disorder that has raged out of control.

none of this would be so emotionally touching if not for fraser’s lead performance. he is impressive and outstanding as charlie, and it’s one of the greatest cinematic performances in years (and definitely of the actor’s career). it’s not the spectacle of the makeup or fat suit that makes him memorable: it’s how fraser thoroughly embodies charlie with a deep, soulful pain in his eyes. his performance absolutely ripped my heart right out of my chest to the point where i found it difficult to breathe. he’s _that_ good.

while there’s been so much talk about fraser, chau’s performance is equally heartbreaking. through her facial expressions and body language, you can see and feel the pain charlie is causing liz. everyone is simply waiting for the man to die, and you’re right there by liz’s side as she cares for her best friend in a final act of selfless affection. it’s an agonizing thing to watch and experience, and chau conveys her torment in an understated, poignant way.

if it sounds like this is a tough film to watch, i will assure you that it is. you won’t leave the theater floating on air when it’s over. this is an adult drama that will leave you in tears with its story of resentment, vulnerability, regret, and humanity. that’s also why “the whale” is one of the very best films of the year.",high
7856,"people will hate _men_ if they go into it wanting a straightforward story or a film that has one, clear cut meaning once those end credits crawl across the screen. _men_ doesn’t offer either of those things. the film features stunning cinematography, a mesmerizing forest sequence, and a thrilling score that is as unsettling as it is operatic. rory kinnear is exquisitely chilling. this is the type of horror film that is purely, disgustingly, and gloriously nasty and ambiguous. _men_ is simultaneously a film you shouldn’t think too much about and yet absolutely think about all the time once it’s over.

**full review:** https://hubpages.com/entertainment/men-2022-review-a-bizarre-graphic-and-unforgettable-folk-horror-film",high
7859,"men, directed by alex garland, is a movie that fails to live up to its potential despite having some redeeming qualities.

the cinematography is fantastic and haunting, with creative shots that add to the overall experience. but this quality dips towards the end, with the director focusing more on horror elements in the tune of slasher/home invasion instead of psychological. the sound design is excellent, and the sinister feel really adds to the movie's overall mood. the acting is good, but nothing too spectacular. no performances really blew me away. however, the body horror in the movie is fantastic, and it had the hair on the back of my neck standing up. even though i do think it is not entirely needed, i have to give props in that department.

unfortunately, the script is pretty dreadful. the message is very in your face, overly complex and did not work for me. it was quite a turn off too, as it seemed as though the director was trying to say all men were the same and were terrible human beings. i know it had deeper meaning than that, but that surface level message is undeniable. i mean honestly, every person she encounters is such a massive piece of shit, not one person would have held out a helping hand? 

something that did really bother me was that the movie starts off as a creative psychological horror, but takes a spin in the third act that divulges into body horror mixed with slasher elements, which really takes away from the intriguing first 45 minutes of the film. combine that with dreadful pacing, which will result in the audience feeling like they're waiting for the movie to be over. 

overall, men is a forgettable movie that had potential, but unfortunately, failed to deliver in many aspects.

score: 40%
verdict: poor",low
7866,"say what you will, the original jeeper's creepers films, especially the first one, were master classes in budget horror.

everything that came after, hasn't lived up to the original. jeepers creepers reborn, is, for my money, just another off the shelf, rather mediocre, knock off. 

the story largely overlooks the factors that made the original film, so compellingly chilling. the slowly building tension, the gradual realisation that the pursuer is something worse than a garden house variety serial killer. in other words, the film ""creeps"" up on you. 

this film plays more like a run of the mill slasher flick, without the jump scares. the results not frightening or even a little chilling. 

i'd describe everything else as ""alright"", from acting, sets through to 
horror effects.

in summary, this one failed to resonate with me. i do not feel it came even close, to recapturing the essence of what made the original creeper films disturbing cult icons of horror.",low
7867,"i must admit i was a bit excited when the names jeepers creepers popped up as a new movie because the memory of the first and second movie. this one started good enough and was doing fine until the end. the ending was so poorly written and performed that it ruined the whole enjoyment of the movie for me. without spoiling it for those who want to be disappointed, the facial expressions lifting the toothpick and using dart physics shouldn't be the end product of professional writers.",low
7873,"first of all, let me say that i don't rate movies based on happy ending or bad ending. i rate them by their impact. if movie had an impact on you, if it affected you, this means movie was strong and achieved its goal, doesn't matter if it's a positive or negative impact. and based on my criteria, this movie is 10/10! this movie actually traumatized me. i have seen a lot of horror movies, but this one affected me a lot, because unlike those paranormal movies about demons, devil and etc, this one is realistic, which means this what happened in this movie, might be happening in real somewhere. and when we - viewers watch movies, we feel for main characters and what i felt for them in this movie was very big pain. it left me very angry and whole night i had last scenes in my mind when i was lying in bed, because i was imagining what if i was in their place... i won't give you a spoiler, but be warned, if you're sensitive person and if you decide to watch it, it will traumatize you. it's a masterpiece, but with a very sad and bad ending.",high
7883,"another yawn-inducing direct-to-video action-thriller that takes place a month after the first film. has yet another emotion-less ""performance"" from bruce willis who spends a good amount of time resting on a bed. the action is pretty inept and dialogue absolutely awful. the best thing is at least chad michael murray was giving what i would call an ""aw f it"" performance. otherwise this is as just as bland and forgettable as the first movie. **1.5/5**",low
7885,"full spoiler-free review @ https://www.msbreviews.com/movie-reviews/uncharted-spoiler-free-review

""uncharted is an action-adventure flick, but despite a more entertaining last act, it fails to break the curse of videogame film adaptations due precisely to the lack of said action and adventure.

even though tom holland and mark wahlberg offer good performances, as well as convincing arcs by the two protagonists, ruben fleischer delivers an extremely generic and formulaic narrative based on endless exposition. additionally, the secondary characters become irrelevant due to the irritatingly repetitive betrayals and constant shifts of the true antagonist.

in the end, the general feeling is that it would be much more interesting to be controlling the characters than simply watching them. it may be enough for fans of the franchise, but for the average moviegoer, it's ""just one more"".""

rating: c-",low
7895,the movie is all action but without special computer effects (at least none that are over the top like almost all hollywood movies in last decade). it's all killing and blood with some unrealistic scenes but still a lot better than hollywood stuff of last decade. no woke stuff here. definitely worth watching for hour and a half of entertainment without political or social propaganda.,high
7898,"this is gourmet action food. if you think marvel heroes are great, they pale compared to this guy. or, if you just like watching nazis get the living shit beat out of them, (i know i do) this is the film to watch. or maybe you just want to see raped women get empowered for revenge. sisu has all that. and it's bloody.

i also love words that have no direct translation to english, like the portuguese word soldade, or the german schadenfreude. now i've learned another, the finnish word sisu: a white-knuckled courage and unimaginable determination.",high
7912,"i can’t help having a soft spot for a movie that name-drops several pro wrestlers as a means to convey a nice bit of subtle foreshadowing, and plays warrants «cherry pie» on its soundtrack like every five minutes.

on the other hand, it’s very difficult to empathize with the characters in this film; anyone who climbs a rusty, super creaky 2,000 foot tv tower (a choice so inane that under normal circumstances it’s known as the fallacy of the climbing villain) in the middle of bumfuck nowhere just for shits and giggles deserves whatever’s coming to them. 

the rationale, such as it is, behind the protagonists’ actions is that life is «too short» and «you gotta do something that makes you feel alive.» methinks they’re confusing joie de vivre with having a fucking death wish. according to these people’s logic, bobby de niro and chris walken were really sucking the marrow out of life in those russian roulette scenes from the deer hunter.  

now, that climbing artificial structures (known as buildering as well as several other names) is a reckless (not to mention illegal) thing to do doesn’t necessarily mean that those who do it take it lightly. i’m sure a lot of planning and prepping and getting in shape mentally and physically (even the relatively simple act of climbing a ladder becomes a herculean labor when the ladder is twice as tall as the eiffel tower) precedes the actual deed.

we don’t see any of that here; not even a training montage. for hunter (virginia gardner) and becky (grace caroline currey) it’s an overnight decision; sure, hunter says she’s has «planned» it, and she’s some sort of daredevil you tuber, but becky is an out-of-practice rock climber who has ostensibly become a drunken slob in the year since her husband’s disney villain death. 

all of the above notwithstanding, the film certainly makes the most of its chosen setting. the landscape around the top of the tower (consisting of a «pizza-size platform») betrays a green screen quality to it, but this is a rare occasion in which this actually works in the movie’s favor; at such dizzying heights, wouldn’t the world and everything in it look surreal? or, to put it more bluntly, wouldn’t your perception get all screwed up? 

moreover, the stunts don’t flat-out take your breath away, but they do kind of borrow it for a little while, which is better than nothing; also, there’s a certain measure of suspense regarding whether or not help is on the way — and while this is the only movie that i can think of where the audience is left literally waiting for the other shoe to drop, this aspect of the plot actually involves a pretty neat shot of, well, a shoe dropping.",low
7915,"going into fall, i did not have super high hopes, and unfortunately it met my expectations. this movie attempts to be something far greater than it ever needed to be, resulting in a super bloated experience that just feels completely unfocused. the nearly two-hour runtime is entirely too long for a plot that is on the surface, fairly bare bones. but the screenplay attempts to deliver multiple subplots that are supposed to develop our characters, but all it did was take away from the tension that it was building. for every scene where i was gripping my chair waiting to see what will happen next, there is a scene where the two characters talk about their feelings for far too long. furthermore, there are story elements that are either too convenient or exist solely as obstacles for the sake of obstacles which detract from the overall believability.

i do think grace caroline currey is going to have a fantastic future in this industry, but her performance alongside virginia gardner left a lot to be desired. currey did her best to save a pretty horrendous script, but it just was not enough. despite this, the movie was directed fairly well, with great shots of the tower and of the action that was ensuing. the cinematography was fantastic, with beautiful skyboxes and sharp silhouettes of our protagonists that i particularly enjoyed.

overall, i think this film would have been much better if it had stuck to being a cheesy thriller with a bare bones plot. all the extra filler really weighed down the overall experience.

score: 35% 💩
verdict: bad",low
7917,"**smile’s creepy trailers and clever marketing were the best parts of a movie with a meager plot drenched in uneasy sounds, and way too many jump scares.**

smile obsesses over saturating every moment in unsettling dread. the score and sound effects make every moment uneasy and uncomfortable, and not in a good way. smile’s premise bore many similarities to it follows with much poorer execution. smile stumbled from jump scare to jump scare. i started closing my eyes because the jump scares were so predictable, and i was tired of having disturbing images screamed in my face. i will say that sosie bacon did an excellent job with what she was given, with her performance being the only bright spot in the film. unfortunately, the movie was unimpressive and tried to cloak mediocrity in a fountain of jump scares, stressful noises, and unpleasant moments.",low
7921,"jebus! 😱 this is the most effective horror experience i've had since the ring. possibly ever. holy. crap. glad there's still time to watch an animated family movie before i need to sleep. 45 years old, didn't think i could ever be this scared again from a horror movie 😂 this is sublime. i wouldn't change a single thing about it. fire up that oled, turn off the lights, and do yourself a favor and put on those earphones.",high
7924,"first thing that i like about this movie is that, it's unique. it's not like a copy of another copy like we usually see these days. story's unique. second thing that i liked about this movie is that it's scary, it's quite scary. if you're horror fan, you should definitely watch this. i suggest you to watch it in the dark, preferably alone. also, the actress playing the main character does outstanding job. overall, i'm going to put this movie in my favorite horror movies list. it surely deserves its place there.",high
7925,"_barbarian_ is such a twisted and incredibly unique film. going into this film, i thought i had a pretty good indication of how this was going to go down and was ready for a fun cheesy horror film that follow a pretty generic pattern, but boy was i wrong. almost the entirety of the trailer was just the first act, and it left me seriously stumped at where this movie was going.
that sense of unknown really added to the thick tension that this movie brought throughout. there is a paranoia that occurs with both the audience and the main character. you never know who to trust, even if they give you all the indications that they are trustworthy.

in today's horror cinema, it is rare to see a movie so reliant on building tension rather than just jump scares galore. not to say that this film does not have any jump scares, but they are there to enhance and bring a crescendo to the long scenes of tension and dread.

overall, the acting was brilliant. georgina campbell was fantastic. bill skarsgård was a bit awkward at times, but i do think that was by choice, as his actor was a kind awkward sweetheart. justin long stole the show. his character added a bit of lightness and someone who the audience can really root against.
the movie does slightly fall of the rails in the third act, it does not take away from the experience that is barbarian. in fact, i think it almost enhances the film as something truly unique.

**score:** _87%_ |
**verdict:** _excellent_",high
7926,"i like justin long, he was fantastic in jeepers creepers but barbarian is uninspiring, to say the least. not that that is the fault of the actors.

without giving too much away, barbarian feels a little like the hills have eyes, meets psycho, meets quasimodo. the problem here is the scripting and handling. its takes far too long for this story to get off the ground, it has weird, nonsensical plot holes and the reveal comes far to early. 

whats left almost feels like a second film. it leaves only a reiteration of the essential earlier plot line with a few wrinkles, as the film moves towards its rather icky, conclusion.

of course, any sense of fear and tension, built up subtly in the first part of the film, is dissipated too. you know what's coming.

in summary, this film feels like it borrows from other horror flicks, in the worst possible way, leading to a disjointed but predictable viewing experience that's neither all that scary or even terribly interesting. the only thing propping it up, is the acting, which is of a high standard. yet, as i've said more times than i can count, that on its own, is not enough.",low
7930,"go into this movie _**blind**_.  do not read anything, watch the trailer, etc.  just go along for the ride.",high
7932,"wonderful movie about finding purpose in life

when an ex convict is about to inherit a funeral home he suddenly gets to learn that there is another way to live except bare surviving. this is a simple story about the most elusive subject which is the magic formula for happiness. very well done - fast paced and witty. the main cast shine. highly recommended drama with lots of funny moments and a young girl which will melt your heart. 

perfect 10 shining star score",high
7936,"**my rating: 10/10**
why? i rate any movie based on a few things. warning! potential spoilers.

**1. story**. is the story compelling, does it stick in your mind after the movie, haunting you like a ghost, forcing you to think about it and even your own life? does it have any positive messages aka moral of the story.

the story of the way of water is indeed compelling. the conflict is multifaceted. family conflict, human-na'vi conflict, tribal conflict and most importantly, personal conflict, aka identity conflict. the identity conflict is mostly fuelled by outcast feeling. there are a lot of people including jake who at some point feel like they don't belong. i believe most people feel this way at some point in life, you don’t need to be in the protected minority groups for you to feel like an outcast. and while we may not be accepted for who we are, defining who are begins with ourselves first. our world is full of people who want to be identified in one way or another. but have they identified themselves first? just remember, most people feel discriminated for one reason or another in life. religion, gender, skin colour, country, body size or smartness in school, political affiliation. nobody gets love all round all times. know who you are and don’t fuss to much about it. learn a losson from spider (miles socorro).

**2. characters**. are there likeable characters you can get attached to? characters you remember later, characters that inspire. characters that grow.
spidey is a new character, and he has a great story to tell. jake has changed a lot too and for good reason. people undergo a lot of transformation in life. you can’t be what don williams calls a rake and ramblin’ man your entire life. i read an article review complaining how jake tucked his tail and ran. that review completely missed the point. jakes decision may not have been the right one, but put in his situation, it is a decision that a lot of people would make. 

**3. acting**. is the acting good? is it realistic enough to be believable to a point you forget the people are just acting? i was more than impressed by neytiri’s “gone nuts” scene. i felt her pain, and in that instance, i was nuts too. i honestly forgot this was just a movie. actors can make you cry, and that is just how it should be. you forget that it is just an act, no need to cry. i also read an article that complained about the dialogue of the teenagers. i don’t know what the reviewer expected. philosophy from teens? their conversation is believable enough for their age.

**4. everything tied together**. a good story told by good and believable characters needs a setup. something to tie them together into a bundle.  avatar ties everything together with wonderful visuals. i don’t need to say more.",high
